"B_G","dIepr_over_dB","B_mT"
3454.120117,-0.00262926883466307,345.4120117
3454.169922,-0.00137519969038716,345.4169922
3454.219971,0.000254542338072911,345.4219971
3454.27002,-0.000881209655652872,345.427002
3454.320068,-0.00196673975988401,345.4320068
3454.370117,-0.00169244907144412,345.4370117
3454.419922,1.89483026659771e-05,345.4419922
3454.469971,0.00136203778873411,345.4469971
3454.52002,0.000915669627842828,345.452002
3454.570068,-0.00176326859160781,345.4570068
3454.620117,-0.00317950054970056,345.4620117
3454.669922,-0.00298958395156983,345.4669922
3454.719971,0.00023740411593736,345.4719971
3454.77002,0.000491922519426051,345.477002
3454.820068,0.000760939518100552,345.4820068
3454.870117,0.00177930140689429,345.4870117
3454.919922,0.00242843418007003,345.4919922
3454.969971,0.001921426557744,345.4969971
3455.02002,0.00356960707008188,345.502002
3455.070068,0.00429003416904776,345.5070068
3455.120117,-0.00110403480565471,345.5120117
3455.169922,-0.00119622623145644,345.5169922
3455.219971,-0.00148712955269353,345.5219971
3455.27002,-0.00245752485663979,345.527002
3455.320068,-0.00270103796607966,345.5320068
3455.370117,-0.0037583451328184,345.5370117
3455.419922,-0.0019479736327435,345.5419922
3455.469971,-0.00156171925562913,345.5469971
3455.52002,-0.0019273082830972,345.552002
3455.570068,-0.00247032199876211,345.5570068
3455.620117,-0.00246308686540674,345.5620117
3455.669922,-0.00341654160625613,345.5669922
3455.719971,-0.00215840296442632,345.5719971
3455.77002,-0.000452765451322532,345.577002
3455.820068,0.000556253029361641,345.5820068
3455.870117,-0.000124833020945146,345.5870117
3455.919922,0.001604736857352,345.5919922
3455.969971,0.000212883796800149,345.5969971
3456.02002,0.000994832161156943,345.602002
3456.070068,0.000836292301507225,345.6070068
3456.120117,0.000251077387489437,345.6120117
3456.169922,-0.00100251684076206,345.6169922
3456.219971,-0.00239215429628436,345.6219971
3456.27002,-0.00124773133703003,345.627002
3456.320068,-0.00155056132340763,345.6320068
3456.370117,0.00015070685848814,345.6370117
3456.419922,0.000481013294913645,345.6419922
3456.469971,0.000272969318337389,345.6469971
3456.52002,0.00098482732831396,345.652002
3456.570068,0.00114792306099839,345.6570068
3456.620117,0.00239503386522868,345.6620117
3456.669922,0.00441525850057514,345.6669922
3456.719971,0.00639200998222305,345.6719971
3456.77002,0.00621041943989893,345.677002
3456.820068,0.00753440362434962,345.6820068
3456.870117,0.00868514593207453,345.6870117
3456.919922,0.0109853191796037,345.6919922
3456.969971,0.0131128440574402,345.6969971
3457.02002,0.00767405865545221,345.702002
3457.070068,0.00466248526830757,345.7070068
3457.120117,0.00191303267256217,345.7120117
3457.169922,-0.00382197473921018,345.7169922
3457.219971,-0.00676934197027378,345.7219971
3457.27002,-0.00868135596573486,345.727002
3457.320068,-0.00908663083014677,345.7320068
3457.370117,-0.0104269788513661,345.7370117
3457.419922,-0.00940932908269249,345.7419922
3457.469971,-0.0080211952666401,345.7469971
3457.52002,-0.00573918898677045,345.752002
3457.570068,-0.00681414892504572,345.7570068
3457.620117,-0.00507053265843105,345.7620117
3457.669922,-0.00443386918539747,345.7669922
3457.719971,-0.00533321321881474,345.7719971
3457.77002,-0.00395973054780699,345.777002
3457.820068,-0.00372947808122002,345.7820068
3457.870117,-0.0017173481045929,345.7870117
3457.919922,-0.00264187379355564,345.7919922
3457.969971,0.000329804682312643,345.7969971
